"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID"
"11727420_at","11727420_at",-0.327404298088971,4.72901262025062,-3.30003014127615,0.00100943085924656,0.0173751229861894,-0.944368748152319,"CNBP","7555"
"11752822_x_at","11752822_x_at",0.24263278140935,5.55609513347382,3.29999877440439,0.00100954216165801,0.0173751229861894,-0.94446568289753,"ACTR1A","10121"
"11755231_a_at","11755231_a_at",-0.768610693334804,3.55879142790524,-3.2987723613119,0.00101390290643004,0.0174291103743484,-0.948255031871178,"LCK","3932"
"11736746_a_at","11736746_a_at",-0.290360016850863,2.47255964609726,-3.29869915611066,0.00101416375308389,0.0174291103743484,-0.948481176684389,"ADAM28","10863"
"11733494_a_at","11733494_a_at",0.508103226973334,5.69247507558604,3.29839028827312,0.00101526500425413,0.0174291103743484,-0.949435274577481,"N4BP2L2","10443"
"11743702_a_at","11743702_a_at",-0.375431741340683,4.13261436624938,-3.2983222643413,0.00101550768877564,0.0174291103743484,-0.949645389968994,"THUMPD3","25917"
"11726318_s_at","11726318_s_at",-0.330404462381587,10.7710779812269,-3.2963887379641,0.00102242834116791,0.0175356777288966,-0.955615992417776,"EEF1G /// LOC642357 /// TUT1","1937 /// 642357 /// 64852"
"11757656_x_at","11757656_x_at",-0.288917109130262,3.83851847294514,-3.29550740649838,0.00102559737059519,0.0175731873756113,-0.95833635713646,"RPAIN","84268"
"11727346_a_at","11727346_a_at",-0.506962549777612,3.03412942830175,-3.29538411699452,0.00102604141173029,0.0175731873756113,-0.95871685272972,"BLK","640"
"11732339_at","11732339_at",-0.61642417978007,4.03526432125686,-3.29437019100971,0.00102969994811087,0.0176236006396809,-0.96184550246343,"BCL11A","53335"
"11715729_s_at","11715729_s_at",0.777525819708874,2.84063440737656,3.29401647218102,0.0010309791105438,0.0176332485485513,-0.962936744931113,"CYP19A1","1588"
"11721865_at","11721865_at",-0.312061009329769,3.58208394702244,-3.29169097750812,0.00103942560870539,0.0177653838780534,-0.970108191121724,"ZNF689","115509"
"11729608_x_at","11729608_x_at",-0.254386870165513,5.6547594616995,-3.29093653780684,0.00104217958456757,0.0178001095226974,-0.972433702537126,"ZNF394","84124"
"11752697_a_at","11752697_a_at",-0.488517719200943,4.15486481510349,-3.29051066180808,0.00104373717039318,0.0178143672448133,-0.973746208878946,"FAM113A","64773"
"11758670_s_at","11758670_s_at",0.588860670889943,4.31318359340898,3.29027141266934,0.00104461313930203,0.0178169795371888,-0.974483477866964,"STK3","6788"
"11725675_a_at","11725675_a_at",-0.451867491142942,2.69602993719202,-3.2892190289596,0.00104847435652293,0.017870469564913,-0.977725879727486,"RORA","6095"
"11722828_s_at","11722828_s_at",-0.323258932998145,3.16842065084913,-3.28879315921982,0.00105004063819948,0.0178847972142808,-0.979037700948912,"SDAD1","55153"
"11727739_a_at","11727739_a_at",0.510327869035607,5.08114079009476,3.28833103530721,0.00105174271061915,0.0178991607598948,-0.980461010363375,"CD300LF","146722"
"11717116_at","11717116_at",-0.338841839242887,7.30362217085287,-3.28816999648536,0.00105233644165737,0.0178991607598948,-0.980956953023096,"CERK","64781"
"11746408_a_at","11746408_a_at",0.878528702840337,5.96266799249002,3.2876758754428,0.00105416014709047,0.017917814472546,-0.982478523857102,"SORT1","6272"
"11719077_a_at","11719077_a_at",-0.294960805571379,3.22867231005237,-3.28709063685384,0.00105632393941236,0.0179360980325649,-0.984280389830629,"RPUSD4","84881"
"11722682_at","11722682_at",-0.28698290458563,4.31174536132668,-3.28699138141301,0.00105669132286311,0.0179360980325649,-0.984585952222272,"MECP2","4204"
"11732389_a_at","11732389_a_at",0.229866696107864,2.45782241480923,3.28667488330872,0.00105786359801535,0.0179436381532596,-0.985560246143677,"DYNC2LI1","51626"
"11722615_s_at","11722615_s_at",-1.14404623899452,7.56045427218828,-3.28567369352276,0.00106157984053795,0.0179942893740704,-0.988641664473163,"GPR109A /// GPR109B","338442 /// 8843"
"11758435_s_at","11758435_s_at",-0.397237576356646,4.49154869192893,-3.2852678779227,0.00106308960096901,0.0180074957425995,-0.989890406144041,"OGFOD1","55239"
"11763179_s_at","11763179_s_at",0.387686538529661,3.96314688690773,3.28465625108585,0.00106536880363387,0.0180337084714013,-0.991772169587371,"UBE2F","140739"
"11745219_a_at","11745219_a_at",-0.219241876381175,2.44826879862344,-3.28432781882253,0.00106659456129792,0.018042065585277,-0.992782501096797,"R3HDM1","23518"
"11717082_a_at","11717082_a_at",0.475184480989242,4.20946107365212,3.28281204589462,0.00107226860442858,0.0181256049552447,-0.997444087002596,"TSPAN9","10867"
"11757973_x_at","11757973_x_at",-0.419152996473742,2.83695230277556,-3.28179782411734,0.00107608078167875,0.0181775784408873,-1.00056204170819,"NMT2","9397"
"11733073_a_at","11733073_a_at",-0.471946225226974,5.58485044603242,-3.28146548129763,0.00107733269544345,0.0181862613780133,-1.00158353745193,"DDX21","9188"
"11728292_at","11728292_at",-0.479916071030974,2.8543995571409,-3.28090664889976,0.00107944082404035,0.0182006711296431,-1.00330094950904,"SH2D1A","4068"
"11721612_a_at","11721612_a_at",0.401747751019498,2.92288406584663,3.28084279811342,0.00107968193670961,0.0182006711296431,-1.00349715859714,"IPO11","51194"
"11742763_a_at","11742763_a_at",-0.640097644641148,4.70035106363217,-3.28049574106115,0.00108099336302241,0.0182006711296431,-1.00456357619631,"KIAA1370","56204"
"11758056_s_at","11758056_s_at",-0.208260675595818,2.55338965366584,-3.2804180709888,0.00108128705740235,0.0182006711296431,-1.00480222145439,"TARSL2","123283"
"11721190_a_at","11721190_a_at",0.408326985833633,6.16214136233666,3.28026165701881,0.00108187873102845,0.0182006711296431,-1.00528279468436,"TTC9C","283237"
"11733695_a_at","11733695_a_at",0.592082315003555,4.04151428182419,3.27991211177554,0.00108320205489991,0.0182105033049544,-1.00635667250144,"UBE2C","11065"
"11731879_a_at","11731879_a_at",-0.54257166250821,3.67118196356983,-3.27954274385341,0.0010846020541659,0.0182216102433352,-1.00749132893722,"NLRP1","22861"
"11758621_s_at","11758621_s_at",0.4022481727933,7.67698626628928,3.27929807439893,0.00108553033719373,0.0182247824867008,-1.00824285740032,"FAM134A","79137"
"11745154_a_at","11745154_a_at",-0.424226728695769,6.62149635491895,-3.27786348892903,0.00109098802582857,0.0183039420589319,-1.01264824369583,"NCL","4691"
"11755237_a_at","11755237_a_at",0.517590455685533,6.95534079825187,3.27701711743888,0.00109421984656494,0.0183456750601629,-1.01524643843464,"PPM1M","132160"
"11726714_a_at","11726714_a_at",0.376191357809189,5.33241012503491,3.27615546819305,0.00109751911466237,0.0183845423747165,-1.01789086281224,"DDX59","83479"
"11755422_s_at","11755422_s_at",-0.536712060829761,3.5789032022419,-3.2758588753723,0.00109865690375432,0.0183845423747165,-1.01880095762969,"CD6","923"
"11719325_s_at","11719325_s_at",-0.33852986345264,4.12279356478055,-3.27582787158758,0.00109877590351203,0.0183845423747165,-1.01889608809205,"KDM1A","23028"
"11729127_x_at","11729127_x_at",-0.282766700551745,8.77491468825062,-3.27560833895105,0.0010996188626934,0.0183861645114935,-1.01956966601143,"SLC25A3","5250"
"11756431_s_at","11756431_s_at",-0.418495472087827,10.7108603070973,-3.27452729005175,0.00110377860991188,0.0184413574833396,-1.02288593888358,"TXNIP","10628"
"11743978_x_at","11743978_x_at",0.18410151553925,11.1294510117207,3.27436190390214,0.00110441628034607,0.0184413574833396,-1.02339319080433,"MYL12A","10627"
"11715983_a_at","11715983_a_at",-0.307296042657919,6.25804721252743,-3.27388450946887,0.00110625885919436,0.0184596180390686,-1.02485725617643,"ADNP","23394"
"11754814_a_at","11754814_a_at",-0.482570723868486,3.62714967820075,-3.27281889770432,0.00111038203330995,0.0185158833511212,-1.02812450805827,"NUP93","9688"
"11725948_at","11725948_at",-0.407466602438276,5.13829819163342,-3.27191071220772,0.00111390730973028,0.0185545357122328,-1.03090826201101,"KRI1","65095"
"11722850_a_at","11722850_a_at",-0.620444126076391,3.46053279468828,-3.27183397149723,0.00111420566640041,0.0185545357122328,-1.03114345184715,"BIRC3","330"
"11732295_at","11732295_at",-0.276507112850016,2.83872901991771,-3.27148326757783,0.00111557009441926,0.0185647134011189,-1.03221819768067,"ZNF566","84924"
"11716822_a_at","11716822_a_at",-0.336355084899664,3.08133328503865,-3.27097829450438,0.00111753743185685,0.0185849038768853,-1.0337655105881,"BDH2","56898"
"11715743_x_at","11715743_x_at",-0.401851518471042,6.32445795386908,-3.27054234159223,0.00111923845631818,0.0186006412639365,-1.03510114861948,"RCC2","55920"
"11751880_x_at","11751880_x_at",-0.289370313360954,2.81500878328055,-3.2703040018916,0.00112016943666091,0.0186035686899898,-1.03583128174772,"PIK3C2B","5287"
"11730765_at","11730765_at",1.62540617084462,7.80780067589776,3.2699036223933,0.00112173497653108,0.0186170237249731,-1.03705769337315,"CD177","57126"
"11751022_x_at","11751022_x_at",-0.370986858061181,5.09022885553491,-3.2696972018537,0.00112254290128833,0.0186178952524577,-1.03768992782296,"EEF2","1938"
"11757305_x_at","11757305_x_at",-0.3701081071055,10.3280169056509,-3.26947115416862,0.00112342826448633,0.0186200490965233,-1.03838223269046,"RPSA /// RPSAP58","388524 /// 3921"
"11754688_a_at","11754688_a_at",-0.417750203617588,4.63764689456484,-3.26873024533475,0.00112633472579628,0.0186556758413812,-1.04065105062647,"UBAP2","55833"
"11728269_a_at","11728269_a_at",-0.52281894713619,2.82375266525436,-3.26820066536398,0.00112841644588567,0.018677603576426,-1.04227242894284,"MS4A1","931"
"11734273_s_at","11734273_s_at",-0.62949962071022,3.58170387195761,-3.26775656128927,0.00113016491636002,0.0186939896165161,-1.04363191470239,"GPR18","2841"
"11727740_a_at","11727740_a_at",0.45671423720823,6.50556610779676,3.26736986551969,0.0011316894094564,0.018706651365166,-1.04481551657735,"CD300LF","146722"
"11723239_a_at","11723239_a_at",-0.470283281497271,3.60960933409975,-3.26704522022395,0.00113297074784473,0.0187152795250544,-1.04580908863504,"GNG7","2788"
"11755298_s_at","11755298_s_at",-0.576144801804494,3.97876431202868,-3.26580745883503,0.00113786838997059,0.0187835929934461,-1.04959635805719,"UBE2Q2","92912"
"11730727_at","11730727_at",0.250686599170152,2.43406195154115,3.26533862164136,0.0011397286252523,0.018793104684722,-1.05103052925,"OMG","4974"
"11743040_x_at","11743040_x_at",-0.53109180280856,6.9343272570985,-3.26527793277861,0.00113996963010872,0.018793104684722,-1.05121616161412,"CRTAP","10491"
"11728077_s_at","11728077_s_at",-0.638801898466958,3.72171561039401,-3.26459857574742,0.00114267068500853,0.0188250412451339,-1.05329391937331,"PRKCQ","5588"
"11727089_a_at","11727089_a_at",0.896696066242672,5.20221348998753,3.26381857128896,0.00114577921229427,0.0188611297741623,-1.05567898059015,"DACH1","1602"
"11725168_s_at","11725168_s_at",-0.314953818051208,2.57336366673815,-3.26366508843695,0.00114639180401262,0.0188611297741623,-1.05614822803411,"MOBKL2B","79817"
"11736147_s_at","11736147_s_at",-0.405433961288455,4.8897998923192,-3.26269383838154,0.00115027536431221,0.0189123993521273,-1.05911716062069,"LYRM2 /// ZC3H11A","57226 /// 9877"
"11748149_a_at","11748149_a_at",-0.398360385466859,5.66295496137531,-3.26185313305795,0.00115364677199198,0.0189519528961341,-1.06168634816894,"FNBP1","23048"
"11716645_a_at","11716645_a_at",-0.510975993952597,4.80758874914339,-3.26171066806887,0.00115421899282225,0.0189519528961341,-1.06212165603542,"TTC19","54902"
"11741089_x_at","11741089_x_at",-0.436770328562943,3.36884899149875,-3.2613945954284,0.00115548945969375,0.0189601819065327,-1.06308736349112,"CD79A","973"
"11750847_a_at","11750847_a_at",-0.633742340142021,4.08326701898628,-3.26022485219157,0.00116020256250595,0.0190064565089254,-1.06666052801166,"ANKRD44","91526"
"11743323_a_at","11743323_a_at",-0.342809673848332,2.8574915215611,-3.26019254748839,0.00116033297610151,0.0190064565089254,-1.06675919011583,"CCDC50","152137"
"11756281_a_at","11756281_a_at",-0.328756052576432,2.97369641702743,-3.26012069182296,0.00116062310500417,0.0190064565089254,-1.06697864178438,"CD7","924"
"11734523_x_at","11734523_x_at",-0.367541895004805,4.83029233575561,-3.25955620141821,0.00116290466413815,0.0190274988405103,-1.06870246694527,"PPHLN1","51535"
"11719569_a_at","11719569_a_at",-0.419187325062768,6.85471420993267,-3.25942090752306,0.00116345211201205,0.0190274988405103,-1.06911558056862,"QARS","5859"
"11721346_a_at","11721346_a_at",-0.375036142238895,2.89369966990648,-3.259047708982,0.00116496344499408,0.0190279994464276,-1.0702550385337,"MPEG1","219972"
"11725494_at","11725494_at",0.245142631101128,2.55649274355736,3.25903206778176,0.00116502682644889,0.0190279994464276,-1.07030279181867,"RSPH9","221421"
"11749131_a_at","11749131_a_at",-0.408961571856679,3.90758330581421,-3.25861284811428,0.00116672678330813,0.0190431445704716,-1.07158260520105,"DDX24","57062"
"11722207_a_at","11722207_a_at",0.403726712915439,8.96130469723192,3.2580994753947,0.00116881166366804,0.0190645481553689,-1.0731496353301,"MMADHC","27249"
"11763550_x_at","11763550_x_at",-1.07098748245152,9.37413969107855,-3.25724807245608,0.00117227693852014,0.0191084242240525,-1.07574794698962,"IGK@ /// IGKC","3514 /// 50802"
"11721376_at","11721376_at",-0.551711726924905,3.1512230741384,-3.25597311248876,0.00117748391231566,0.0191630204056865,-1.07963763509936,"BCL2","596"
"11716779_at","11716779_at",-0.481113380052848,3.1555438565798,-3.2559514895881,0.00117757240522852,0.0191630204056865,-1.07970359015552,"EIF1AX","1964"
"11723130_a_at","11723130_a_at",-0.317426294842314,4.99022072136284,-3.25583037609995,0.00117806818268696,0.0191630204056865,-1.08007300759659,"ARHGEF7","8874"
"11725949_x_at","11725949_x_at",-0.427154121561217,4.29806918939402,-3.25534795781155,0.00118004487787949,0.0191630204056865,-1.08154433559013,"KRI1","65095"
"11727631_s_at","11727631_s_at",-0.340943589800285,3.99539566691397,-3.25530762276262,0.00118021028860554,0.0191630204056865,-1.08166734388838,"APBA2","321"
"11722966_a_at","11722966_a_at",-0.282572730719551,2.58538402483292,-3.25528781485775,0.00118029152705641,0.0191630204056865,-1.08172775077625,"PLEKHA1","59338"
"11745950_a_at","11745950_a_at",-0.513608731376029,4.35640052849377,-3.25425448725538,0.00118453671470843,0.019219283654183,-1.08487852745573,"PARP1","142"
"11742692_a_at","11742692_a_at",-0.437021029455057,6.36172683885162,-3.25363579664901,0.00118708522227898,0.0192479620975577,-1.08676454577129,"APRT","353"
"11754439_x_at","11754439_x_at",-0.380387489354108,5.2617364126596,-3.25281986673125,0.0011904539578657,0.0192898936525695,-1.08925129572231,"TH1L","51497"
"11728349_a_at","11728349_a_at",-0.321647892163117,3.07093377129801,-3.25261306753084,0.00119130917565577,0.0192910682938319,-1.08988147151373,"STIM2","57620"
"11755405_a_at","11755405_a_at",-0.791582573615006,5.36850662775062,-3.25209744473696,0.00119344401025798,0.0192915365267725,-1.09145255063984,"C13orf18","80183"
"11752873_a_at","11752873_a_at",-0.442103893823032,3.38340670582793,-3.25204517754811,0.00119366060980595,0.0192915365267725,-1.09161179285654,"SKAP1","8631"
"11719810_at","11719810_at",-0.42668785837688,3.94438790822444,-3.25203897248489,0.0011936863265166,0.0192915365267725,-1.09163069763023,"RRS1","23212"
"11717298_s_at","11717298_s_at",-0.41243639413619,3.23778967750499,-3.25102049663086,0.00119791432808208,0.0193471799016454,-1.09473318097633,"LRPPRC","10128"
"11756388_s_at","11756388_s_at",-0.30768814186512,3.55520431298005,-3.24999530175433,0.00120218421693026,0.0194034264639575,-1.09785517725017,"RG9MTD1","54931"
"11723096_a_at","11723096_a_at",-0.453881855008929,5.95931480882544,-3.2485365870033,0.00120828398014534,0.0194891145122134,-1.10229570818287,"CYLD","1540"
"11724260_a_at","11724260_a_at",-0.191450850183373,2.45916341022943,-3.24770187233421,0.00121178729579641,0.0195328382551984,-1.1048358236804,"TRIO","7204"
"11716659_a_at","11716659_a_at",-0.612429138357369,6.59977198951995,-3.24722628336258,0.00121378755441529,0.0195522928536727,-1.10628280185239,"HNRNPH3","3189"
"11752765_s_at","11752765_s_at",-0.402509200154295,11.0443672111546,-3.24675571862527,0.00121576968870587,0.0195672222036446,-1.10771429093639,"TXNIP","10628"
"11746196_a_at","11746196_a_at",-0.33228573642976,6.93947162574189,-3.24662941600776,0.00121630221601816,0.0195672222036446,-1.10809847751035,"SFRS18","25957"
"11731273_a_at","11731273_a_at",0.643934352215656,3.69326477368953,3.24501843638865,0.00122311352025586,0.0196639633530502,-1.1129974707491,"KCNE1","3753"
"11739681_x_at","11739681_x_at",-0.549906686107484,4.39057314442768,-3.24439577323199,0.00122575561637405,0.019693593820831,-1.11489035728321,"AHR","196"
"11755644_s_at","11755644_s_at",-0.312329943000526,6.26167222754364,-3.24405710849898,0.00122719486131602,0.0197038726723092,-1.11591974456903,"CDK11A","728642"
"11726881_a_at","11726881_a_at",-0.423392436877631,5.86045811229925,-3.24289121895138,0.00123216158196093,0.0197707385084694,-1.11946272099424,"IDS","3423"
"11753342_x_at","11753342_x_at",-0.324663852979238,10.3954862359925,-3.24215929533829,0.00123528909224249,0.0198080253529007,-1.12168630221662,"EEF1G /// TUT1","1937 /// 64852"
"11757323_x_at","11757323_x_at",-0.345669303894436,6.67062533059102,-3.2419183721564,0.00123632016286682,0.0198116688777735,-1.12241811914,"TOP2B","7155"
"11750355_a_at","11750355_a_at",0.53880852985639,6.79017723004863,3.24118491808756,0.00123946400484424,0.0198491422114303,-1.12464569903252,"CCPG1","9236"
"11720614_s_at","11720614_s_at",-0.433862075623459,4.97984875529925,-3.24053634415273,0.00124225018102655,0.0198774246697543,-1.12661508022775,"CLNS1A","1207"
"11728258_at","11728258_at",-0.210090537786061,2.66866707984539,-3.24039849297053,0.00124284311515424,0.0198774246697543,-1.1270336130555,"C1orf107","27042"
"11717149_a_at","11717149_a_at",0.28813011543043,5.94608260082294,3.24009840733943,0.00124413476771765,0.0198851786544547,-1.12794464936006,"C16orf57","79650"
"11729059_x_at","11729059_x_at",0.358760173885743,4.53603419182918,3.2395068654254,0.00124668456737189,0.0199130186956887,-1.12974028357753,"C9orf167","54863"
"11740298_a_at","11740298_a_at",-0.434659366444074,6.99605571838653,-3.2393088855127,0.00124753902499162,0.0199137608872691,-1.13034118329016,"LEPROTL1","23484"
"11748775_a_at","11748775_a_at",0.589243800991191,9.00657824535287,3.23865841947089,0.00125035017422569,0.0199457154653503,-1.13231519699936,"UPP1","7378"
"11740935_s_at","11740935_s_at",-0.422455375937359,6.45136313585037,-3.23829061256884,0.00125194233480486,0.019958195849677,-1.13343123502661,"BANP","54971"
"11727707_a_at","11727707_a_at",-0.425399948161346,4.75315429514838,-3.2373979678969,0.00125581421283972,0.0200069793727522,-1.1361392777127,"BBC3","27113"
"11717831_a_at","11717831_a_at",0.250186362720005,6.30042363684165,3.23716255222769,0.0012568371809497,0.0200103418357146,-1.13685334419497,"EIF4E2","9470"
"11742794_s_at","11742794_s_at",-0.388585345445917,3.63539150819327,-3.23648296250753,0.00125979457549403,0.0200444784426248,-1.13891440292996,"SBDS /// SBDSP1","155370 /// 51119"
"11729611_a_at","11729611_a_at",0.206324091599689,7.25805336999501,3.23531171770054,0.00126490663422423,0.0201128315529616,-1.14246556448286,"ARPC4","10093"
"11763727_x_at","11763727_x_at",-0.380108334540171,4.3647217267581,-3.23448566897687,0.00126852356808101,0.0201573384003382,-1.14496935505437,"RPL10","6134"
"11751609_a_at","11751609_a_at",-0.241849009358404,3.21364991838778,-3.2342456111807,0.00126957647678214,0.0201610707775597,-1.14569686430404,"C17orf48","56985"
"11747808_a_at","11747808_a_at",0.562821136861378,5.73836968090898,3.23367475603268,0.00127208353102992,0.020187875534941,-1.14742666335783,"WIPI1","55062"
"11750006_a_at","11750006_a_at",-0.480796184103311,3.91838291161347,-3.23335163292575,0.0012735046362346,0.0201974229502175,-1.14840565581095,"C7orf44","55744"
"11745869_a_at","11745869_a_at",0.395623877185476,5.83152920405486,3.23253233563221,0.00127711451464155,0.0202152914437297,-1.15088752106432,"BRP44","25874"
"11730817_a_at","11730817_a_at",-0.297788188444221,3.99456379489027,-3.23236897062678,0.00127783544240976,0.0202152914437297,-1.15138232311294,"CTDSPL2","51496"
"11736758_x_at","11736758_x_at",0.37889739811316,7.33279573531047,3.23235305548603,0.00127790569584678,0.0202152914437297,-1.15143052579712,"SDHC","6391"
"11721585_a_at","11721585_a_at",-0.502936019268267,4.32060031182544,-3.23235158219192,0.00127791219951842,0.0202152914437297,-1.15143498799743,"TMCC1","23023"
"11745563_s_at","11745563_s_at",0.317569226791387,2.93320283801372,3.23214955264525,0.00127880432352496,0.0202164280677332,-1.15204686085861,"DNAJC4","3338"
"11732899_s_at","11732899_s_at",-0.482372673577007,7.91064625069701,-3.23120207068539,0.0012829959134817,0.0202695439946629,-1.15491593722337,"SULT1A1 /// SULT1A2 /// SULT1A3 /// SULT1A4","445329 /// 6799 /// 6817 /// 6818"
"11742734_s_at","11742734_s_at",-0.2187696606539,2.58450795862593,-3.23101859498679,0.00128380906336399,0.0202695439946629,-1.15547142660771,"WDR3","10885"
"11720180_at","11720180_at",-0.336070376460254,3.27491229118454,-3.23083127122414,0.00128463975924861,0.0202696744599496,-1.15603853469403,"DDX28","55794"
"11741124_a_at","11741124_a_at",0.510117599054055,3.81313277760848,3.22920139109289,0.00129188854444137,0.020371007719963,-1.16097151957148,"SAR1B","51128"
"11740296_a_at","11740296_a_at",-0.315617402285211,2.59905822177307,-3.22851265581722,0.00129496300280147,0.0204064310530978,-1.16305531342768,"SIRPG","55423"
"11749164_a_at","11749164_a_at",-0.295989389626103,2.85173131815337,-3.22772008259299,0.00129850935730149,0.0204492406517908,-1.16545273759706,"TMEM206","55248"
"11727217_a_at","11727217_a_at",0.393768299493396,2.96169467121197,3.22722634827557,0.00130072309993522,0.0204624977362809,-1.16694592596097,"CETP","1071"
"11722152_s_at","11722152_s_at",-0.346003188925772,2.59345617468205,-3.22716204229763,0.00130101168354914,0.0204624977362809,-1.16714038856431,"EIF2AK3","9451"
"11717546_s_at","11717546_s_at",-0.404456928514022,5.51328082746509,-3.22550581621263,0.00130846469824661,0.0205665949955268,-1.1721475512971,"MPRIP","23164"
"11756510_a_at","11756510_a_at",-0.329596743425782,2.5900110085212,-3.22469101168514,0.0013121457866923,0.0206109415802605,-1.17460997996468,"MTMR15","22909"
"11725731_x_at","11725731_x_at",-0.29588519184743,3.88704008290025,-3.22437691412443,0.00131356735805712,0.0206109415802605,-1.17555905559065,"LUC7L","55692"
"11726437_a_at","11726437_a_at",-0.25209004396114,2.41781447216209,-3.22432666664346,0.0013137949047549,0.0206109415802605,-1.17571087478234,"CMTM8","152189"
"11736241_a_at","11736241_a_at",0.346626570289944,7.65240355113965,3.22256153355982,0.00132181150811695,0.0207235155401084,-1.18104263795572,"ORMDL2","29095"
"11756892_a_at","11756892_a_at",-0.201648307080688,2.3623122552606,-3.22224423226488,0.00132325736342422,0.0207329949007968,-1.18200077737772,"C2CD2","25966"
"11726752_at","11726752_at",-0.380982879695097,3.28068092202743,-3.22084940735303,0.00132963055589834,0.0208126922062188,-1.18621157406264,"C9orf91","203197"
"11725097_s_at","11725097_s_at",0.197698869234135,2.56222801719825,3.22058435193876,0.00133084484284856,0.0208126922062188,-1.18701154160447,"RABL3","285282"
"11732642_at","11732642_at",0.801641312932113,6.62188448205486,3.22041574333641,0.00133161781554106,0.0208126922062188,-1.18752038830229,"PGLYRP1","8993"
"11726377_at","11726377_at",-0.233302086988918,2.69164636242394,-3.22039306698317,0.0013317218051289,0.0208126922062188,-1.18758882166717,"FAM50B","26240"
"11758523_s_at","11758523_s_at",-0.330186108189157,4.39815875454364,-3.21978813125269,0.00133449870197692,0.0208284220949408,-1.18941424136699,"SMC5","23137"
"11758592_s_at","11758592_s_at",-0.353150110408055,3.50329207052494,-3.21964482624742,0.00133515731292337,0.0208284220949408,-1.18984662151918,"GAR1","54433"
"11750179_s_at","11750179_s_at",-0.298358568104213,2.96823049232294,-3.21962170373252,0.00133526360910518,0.0208284220949408,-1.1899163850633,"ECHDC2","55268"
"11734696_x_at","11734696_x_at",-0.233094103283547,2.21744797957357,-3.21904259247564,0.00133792838584229,0.0208567887397021,-1.19166347774848,"GOLGA8A /// GOLGA8B /// LOC100292334","100292334 /// 23015 /// 440270"
"11727094_at","11727094_at",-0.373382460141223,3.34563077790399,-3.21789068097694,0.0013432435183725,0.0209264094524706,-1.19513771450469,"TMEM19","55266"
"11736759_s_at","11736759_s_at",0.413509971386674,6.3940688943192,3.21712351001027,0.00134679420698432,0.0209684712731115,-1.19745087853795,"SDHC","6391"
"11739188_a_at","11739188_a_at",-0.288045123714354,5.60684066841895,-3.21681665048498,0.00134821686872314,0.0209773692844385,-1.1983759671461,"BAG5","9529"
"11719351_s_at","11719351_s_at",-0.448406354610787,6.02835271408978,-3.21662455616901,0.00134910816290314,0.0209779935538869,-1.1989550296716,"GCC2","9648"
"11760405_x_at","11760405_x_at",-0.328661232561285,2.93936385734663,-3.21529331899866,0.0013552999207557,0.0210609847710876,-1.20296707924556,"CCDC76","54482"
"11736881_a_at","11736881_a_at",0.241187682307369,2.67339179900125,3.21486197295506,0.00135731179412749,0.0210789580832175,-1.20426671255284,"FCRL1","115350"
"11743804_at","11743804_at",-0.389936636636129,4.19215207545761,-3.21442078518418,0.00135937242596146,0.0210866141359819,-1.20559582315515,"ABCE1","6059"
"11729807_a_at","11729807_a_at",0.180652687976945,9.89149902503616,3.21427102280073,0.00136007257002112,0.0210866141359819,-1.20604695298831,"COX6B1","1340"
"11757895_s_at","11757895_s_at",-0.344251259079802,2.91788476315586,-3.21402465567476,0.00136122506949851,0.0210866141359819,-1.20678904117217,"TULP4","56995"
"11755321_x_at","11755321_x_at",-0.359345270284348,2.78030777524938,-3.21402422193024,0.00136122709934055,0.0210866141359819,-1.20679034761535,"POLR1B","84172"
"11744593_x_at","11744593_x_at",-0.351626585971194,3.32923216855736,-3.21325509220822,0.00136483088393537,0.0211291595260497,-1.20910670475216,"GRASP","160622"
"11743968_a_at","11743968_a_at",0.225466551397,11.0257814294613,3.21299468917181,0.00136605300808022,0.0211348037897961,-1.20989082787091,"CYBA","1535"
"11737589_a_at","11737589_a_at",-0.304952635927441,3.06238650967456,-3.21240964517607,0.00136880242708312,0.021135207711281,-1.21165228115124,"PHTF2","57157"
"11735283_a_at","11735283_a_at",-0.485282666934093,4.21525201544514,-3.21231729882639,0.00136923687648328,0.021135207711281,-1.21193028945746,"MLL5","55904"
"11729398_a_at","11729398_a_at",0.289259586288071,3.90264443043766,3.21229171725682,0.00136935724917488,0.021135207711281,-1.21200730129168,"FBXL20","84961"
"11720545_at","11720545_at",-0.174017777249009,2.67822751931172,-3.21215586146895,0.00136999667511258,0.021135207711281,-1.21241627727389,"ANGEL1","23357"
"11728762_x_at","11728762_x_at",0.209072820952136,2.3732343770187,3.21203774713993,0.00137055282237662,0.021135207711281,-1.21277183124695,"RUNX1","861"
"11737897_a_at","11737897_a_at",-0.406725362543534,4.28328451247132,-3.21186695113168,0.00137135739293299,0.021135207711281,-1.21328594788089,"ABCB7","22"
"11729378_a_at","11729378_a_at",0.33503584737049,2.52350542738279,3.21160744124907,0.00137258070426407,0.021135207711281,-1.21406705307426,"PFKFB2","5208"
"11736574_a_at","11736574_a_at",0.518585918633986,3.1032190824813,3.21152682376321,0.00137296093465188,0.021135207711281,-1.21430969312711,"FAM20A","54757"
"11719229_s_at","11719229_s_at",-0.51771548944757,4.25578704207232,-3.21134961517211,0.00137379707674561,0.021135207711281,-1.21484302930848,"C19orf2","8725"
