"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID"
"11748210_a_at","11748210_a_at",2.13440822735123,5.59251365925062,4.01589928516217,6.47807701159327e-05,0.00371364860469227,1.49961061782526,"MMP8","4317"
"11720603_a_at","11720603_a_at",1.12596894412396,5.03521902570823,4.01560148145665,6.48610086122059e-05,0.00371364860469227,1.49849823259982,"STOM","2040"
"11755404_a_at","11755404_a_at",-0.563821939992127,5.48128774699377,-4.01500733341521,6.50213740565249e-05,0.00371364860469227,1.49627914957461,"PHF20","51230"
"11720516_a_at","11720516_a_at",-0.436195282637728,5.86632820977556,-4.01474029292501,6.50935728810784e-05,0.00371364860469227,1.49528188279062,"ZBTB4","57659"
"11727088_a_at","11727088_a_at",0.820683698640747,3.96671973657481,4.01240828676053,6.57273080315018e-05,0.00374114372689236,1.48657567225119,"DACH1","1602"
"11754026_a_at","11754026_a_at",-0.695340545432507,2.36400296865586,-4.00893546444617,6.6681918887559e-05,0.00377934232966511,1.4736193759652,"IL8","3576"
"11739540_a_at","11739540_a_at",-0.374047328598305,2.96568825548753,-4.008851717638,6.67051007629767e-05,0.00377934232966511,1.47330706880861,"PIK3R1","5295"
"11736036_a_at","11736036_a_at",0.4001931607031,4.90160675929925,4.00694451057612,6.72351059702407e-05,0.0037951219535325,1.46619643815911,"TADA3","10474"
"11719211_a_at","11719211_a_at",-0.255638766730505,2.355630805798,-4.00674212966499,6.72915805280249e-05,0.0037951219535325,1.46544209278343,"HSF2","3298"
"11752113_a_at","11752113_a_at",-0.588217660280148,2.76545252864713,-4.00570994042631,6.75803140511706e-05,0.00380270415549121,1.46159532593844,"INPP4B","8821"
"11722087_a_at","11722087_a_at",-0.380662076465326,2.91556935437656,-4.00442421409288,6.79416121304906e-05,0.00380645432326873,1.45680500502665,"NR1D2","9975"
"11761031_x_at","11761031_x_at",-0.356300214410229,10.5623153496097,-4.00437367629802,6.79558509388234e-05,0.00380645432326873,1.45661674292965,"RPS28","6234"
"11717215_a_at","11717215_a_at",1.02822366802289,3.9298484615798,4.00108738038814,6.88878478609749e-05,0.00384990906662492,1.44437960803439,"ATP9A","10079"
"11724524_x_at","11724524_x_at",1.19321094438159,6.27864293954364,4.00012717179855,6.91624431530349e-05,0.00385651034830248,1.44080591101285,"CDK5RAP2","55755"
"11715507_s_at","11715507_s_at",-0.685826501781721,4.58827040948005,-3.99896948708571,6.94948912005818e-05,0.00386630042557458,1.43649834240028,"MAGED1","9500"
"11727794_s_at","11727794_s_at",-0.449465135138455,8.30949569382793,-3.99337902669315,7.11217123338289e-05,0.00394075635980437,1.41571391721693,"EIF3E","3646"
"11754224_x_at","11754224_x_at",-0.86005767465292,4.75831453970698,-3.99327273665346,7.11529895363524e-05,0.00394075635980437,1.41531901818698,"LOC100286937 /// LOC100287164 /// RASA4","100286937 /// 100287164 /// 10156"
"11723797_a_at","11723797_a_at",0.340021630461544,5.35743454308354,3.99141059688136,7.17030672174116e-05,0.00394627597538032,1.40840225171049,"ZDHHC12","84885"
"11725676_a_at","11725676_a_at",-1.02004876005027,3.72186888088279,-3.9913760337698,7.17133151854301e-05,0.00394627597538032,1.40827389909425,"RORA","6095"
"11746025_a_at","11746025_a_at",0.634615238484198,4.00619417067207,3.99119319774277,7.17675491926173e-05,0.00394627597538032,1.40759494200777,"C17orf60","284021"
"11735741_s_at","11735741_s_at",-0.593285181902807,7.34088412969701,-3.99077035949892,7.18931231415143e-05,0.00394627597538032,1.40602485685129,"RASA3","22821"
"11727204_a_at","11727204_a_at",-0.312231013156373,3.42814788414464,-3.9902155341497,7.20582103334366e-05,0.00394654811528418,1.40396491849072,"CBX4","8535"
"200017_PM_at","200017_PM_at",-0.392577880424538,10.1027423267444,-3.98856451533591,7.2551595432468e-05,0.00395715241464405,1.39783669183538,"RPS27A","6233"
"11728763_x_at","11728763_x_at",-0.416776069996487,2.4925957917394,-3.98801644302849,7.27160861084015e-05,0.00395715241464405,1.3958029030776,"GAL3ST4","79690"
"11754356_x_at","11754356_x_at",-0.455661688480423,3.93062386850998,-3.98795846246873,7.27335082298854e-05,0.00395715241464405,1.39558776427886,"MRPS18B","28973"
"11757306_s_at","11757306_s_at",0.853618062267166,6.6983418202793,3.98701639826672,7.30171365233366e-05,0.00396383336289461,1.392092624019,"CD59","966"
"11763007_x_at","11763007_x_at",-0.43100418930175,8.1709030556384,-3.98631430304721,7.32291983613767e-05,0.00396660840179009,1.38948830464908,"RPS6","6194"
"11736623_a_at","11736623_a_at",0.726259621032154,3.60321910529177,3.98518995901718,7.35700128875241e-05,0.00397532905964648,1.38531863146267,"TMEM110","375346"
"11741060_a_at","11741060_a_at",-0.84327347620841,6.19126201914339,-3.9847204104427,7.37127882925603e-05,0.00397532905964648,1.38357762641852,"HVCN1","84329"
"11748818_x_at","11748818_x_at",0.327346365826912,6.17770621363342,3.98324384241405,7.4163480479367e-05,0.00399090205217135,1.37810404936662,"TADA3","10474"
"11726966_a_at","11726966_a_at",-0.565457278422385,3.07659254572569,-3.98184211868424,7.4593742759659e-05,0.00400392629543119,1.37290971744672,"CXCR5","643"
"11747276_a_at","11747276_a_at",-0.631487800880243,3.88359750856858,-3.9813984280193,7.47304266776899e-05,0.00400392629543119,1.37126590964308,"AKAP1","8165"
"11725481_a_at","11725481_a_at",-0.900361183491284,5.66325041177556,-3.97795521893164,7.57992411905534e-05,0.00405238199215266,1.35851530576922,"CD27","939"
"11729344_at","11729344_at",1.47777224361639,5.67757552661222,3.97307533214024,7.7338849870651e-05,0.00412574306041572,1.34046264488389,"BPI","671"
"11756168_x_at","11756168_x_at",0.669223754152562,4.37433448379676,3.9715367644388,7.7830379972887e-05,0.00413698152943841,1.33477527308141,"RAB13","5872"
"11738248_a_at","11738248_a_at",0.337435291716512,3.67764531981172,3.97136563985086,7.78852320725239e-05,0.00413698152943841,1.33414283538367,"C11orf71","54494"
"11758131_s_at","11758131_s_at",-0.465433509117576,4.88096428143641,-3.97067912070127,7.81056565576787e-05,0.00413976776671086,1.33160587902213,"NDNL2","56160"
"11722088_s_at","11722088_s_at",-0.460055784840772,2.36360337955112,-3.96924508805314,7.856799703419e-05,0.00414899652625215,1.32630792589471,"NR1D2","9975"
"11737028_at","11737028_at",-0.331191688254055,3.00930585795137,-3.96868444457383,7.87494556124975e-05,0.00414899652625215,1.32423715927454,"OTX1","5013"
"11744928_x_at","11744928_x_at",-0.577245587596586,3.61919428085661,-3.96857536096552,7.87848078506049e-05,0.00414899652625215,1.32383428575927,"SIAH1","6477"
"11716435_a_at","11716435_a_at",-0.423694450438235,5.83551926280549,-3.96764368284575,7.9087362761235e-05,0.00415604934459146,1.32039379435479,"RAPGEF1","2889"
"11723338_a_at","11723338_a_at",1.16318391137645,4.3185576281596,3.96710046424582,7.92642761211707e-05,0.00415648372187739,1.31838815997772,"PDGFC","56034"
"11716537_s_at","11716537_s_at",0.450143267927837,4.70809664308229,3.96635134829139,7.95088602716622e-05,0.00416045726168872,1.31562275776859,"C1orf144","26099"
"11739712_a_at","11739712_a_at",0.537607474906757,3.8148848645399,3.96508392604457,7.99242983715135e-05,0.0041733352916617,1.31094514085852,"PHACTR2","9749"
"11733835_a_at","11733835_a_at",-0.486939646010695,4.50149455420698,-3.96444985899261,8.01329047843479e-05,0.00417538175753708,1.30860555711555,"TMEM9","252839"
"11734051_a_at","11734051_a_at",-0.768352310862602,3.14860846210848,-3.96080411946223,8.13423850871925e-05,0.0042234992468846,1.29516045639466,"TRAT1","50852"
"11747543_x_at","11747543_x_at",0.430531705464837,4.04482979076933,3.960187087646,8.15487892828214e-05,0.0042234992468846,1.29288608301497,"MPDU1","9526"
"11722227_a_at","11722227_a_at",-0.292305166042753,3.22788092709102,-3.96012238005116,8.15704634227489e-05,0.0042234992468846,1.29264759113795,"DNAJC30","84277"
"11725379_at","11725379_at",-0.513165793876008,4.65598684963591,-3.95832174436171,8.21757881202969e-05,0.00424592132916737,1.28601251331191,"KTELC1","56983"
"11716212_a_at","11716212_a_at",-0.294578112371922,2.49686183547382,-3.95556785843191,8.310980329672e-05,0.00428519709634092,1.27587044991337,"HIBADH","11112"
"11725351_x_at","11725351_x_at",0.526668233984281,5.60572452421446,3.9547857156569,8.33769042427174e-05,0.00428999411683927,1.27299119484662,"C22orf9","23313"
"11721555_a_at","11721555_a_at",0.224445150383106,2.36057156288653,3.95414485434575,8.35963633223931e-05,0.00429037876484919,1.27063243802796,"GLT25D1","79709"
"11715738_s_at","11715738_s_at",0.422130981870914,10.6920369755399,3.95366600394319,8.37606996319177e-05,0.00429037876484919,1.2688702187157,"SNX3","8724"
"11725232_at","11725232_at",-0.884318714595653,5.23971658068828,-3.9531469894056,8.39391652529209e-05,0.00429037876484919,1.26696042253074,"ATP8B2","57198"
"11746373_s_at","11746373_s_at",-0.371644900696814,2.60866341397257,-3.95254818539755,8.41455141476567e-05,0.00429037876484919,1.26475732732683,"RRN3 /// RRN3P1 /// RRN3P2","54700 /// 653390 /// 730092"
"11722300_a_at","11722300_a_at",-0.881864159232731,7.77673253812095,-3.95143070595421,8.45318845834638e-05,0.00429037876484919,1.2606467993582,"ETS1","2113"
"11725404_x_at","11725404_x_at",-0.633921991871635,8.17884962701995,-3.95136739108531,8.45538260102254e-05,0.00429037876484919,1.26041393581568,"RPL13","6137"
"11757539_s_at","11757539_s_at",-0.476682256537717,2.76797013594015,-3.95122572018093,8.46029408308329e-05,0.00429037876484919,1.25989290232206,"STIM2","57620"
"11729954_a_at","11729954_a_at",-0.819490871414761,3.79650567470948,-3.94794422807551,8.57481637355635e-05,0.00433952616720061,1.24782933553374,"FHIT","2272"
"11721204_a_at","11721204_a_at",-0.29020084636013,2.41240645558105,-3.94665742741887,8.62012433632474e-05,0.00433990040331264,1.24310136794619,"ANK3","288"
"11728207_a_at","11728207_a_at",-0.592777808569565,5.47453610867955,-3.94660995410756,8.62180018786592e-05,0.00433990040331264,1.24292696963336,"XPC","7508"
"11744329_x_at","11744329_x_at",-0.417050510987666,10.0123311923329,-3.94642357033352,8.62838268937431e-05,0.00433990040331264,1.24224228827406,"RPS27A","6233"
"11739725_a_at","11739725_a_at",-0.39345516396198,2.62441549463591,-3.94431772814637,8.70308583665806e-05,0.00436855913503614,1.2345086271575,"TC2N","123036"
"11744692_s_at","11744692_s_at",-0.488457580460018,7.58408536117082,-3.94353944731672,8.73084937982333e-05,0.00437358767916922,1.23165141004601,"HP1BP3","50809"
"11730873_a_at","11730873_a_at",-0.349799816097164,9.02529718157481,-3.94208674385738,8.78289597018327e-05,0.00439073537689933,1.22631970709424,"RASSF5","83593"
"11720626_s_at","11720626_s_at",-0.512276338583903,5.12963053835536,-3.94151800006247,8.80335246552176e-05,0.00439205313492407,1.22423282094187,"HNRPDL","9987"
"11747894_a_at","11747894_a_at",-0.284691048654748,2.39482713043641,-3.93960630978437,8.87244291174575e-05,0.00441527270192207,1.21722039290716,"SPOCK2","9806"
"11718243_a_at","11718243_a_at",0.870623678883147,3.46343360424564,3.93924047633265,8.88572287654527e-05,0.00441527270192207,1.21587882149651,"ITGA7","3679"
"11753592_x_at","11753592_x_at",-0.447529970916165,9.16770735195636,-3.93806217697589,8.92862381486548e-05,0.00442766323020472,1.21155861707301,"EEF1G","1937"
"11751085_a_at","11751085_a_at",0.581698059134112,5.73353253094763,3.93543966363267,9.02481217209185e-05,0.0044663759195457,1.20194769334459,"GBA","2629"
"11742854_x_at","11742854_x_at",-0.260447541532691,2.55191644395636,-3.93324515236573,9.10605512992993e-05,0.00449755179824155,1.19391002552084,"UGDH","7358"
"11727929_a_at","11727929_a_at",-0.510243633677298,5.72748211203741,-3.93171291470437,9.16318986157644e-05,0.00450880192382218,1.18830056844731,"FOXO1","2308"
"11728297_a_at","11728297_a_at",-0.357458462792769,2.98033637705486,-3.93165325238466,9.16542142268486e-05,0.00450880192382218,1.18808218967553,"RNMT","8731"
"11722829_x_at","11722829_x_at",-0.532906432555262,5.31580008350748,-3.92845087402184,9.2859580561173e-05,0.00455264883136771,1.17636536601376,"SDAD1","55153"
"11746962_x_at","11746962_x_at",-0.818385656477013,4.65904546796758,-3.9283046629698,9.29149704689588e-05,0.00455264883136771,1.17583062960949,"HLA-DMB","3109"
"11724613_a_at","11724613_a_at",-0.74249896696782,3.23753043548504,-3.927272471624,9.33068912732914e-05,0.00456278103635226,1.17205614892156,"DYRK2","8445"
"11745503_x_at","11745503_x_at",0.568517784855668,8.87929010031671,3.92519023874965,9.41022758461134e-05,0.00459256374357091,1.16444481254327,"TSPO","706"
"11741096_x_at","11741096_x_at",0.530611348027977,4.02517595951621,3.92443186734655,9.43935537594759e-05,0.0045976749524823,1.16167364574648,"CORO2A","7464"
"11717661_a_at","11717661_a_at",-0.727549539625209,3.65719673939152,-3.922867384614,9.49971428321376e-05,0.0046179478939662,1.15595849021321,"PPP1R16B","26051"
"11753594_x_at","11753594_x_at",-0.315181169142922,3.34633946734165,-3.92227563634569,9.52263940223034e-05,0.00461997973833404,1.15379736636334,"LETMD1","25875"
"11745506_s_at","11745506_s_at",-0.376782633615133,3.32642518857731,-3.92086070917389,9.57766794994515e-05,0.00463754821796362,1.1486311802602,"PIGP","51227"
"11722852_s_at","11722852_s_at",-0.846939674865887,5.08516652459726,-3.91883602171215,9.65693439492566e-05,0.00465572670376129,1.14124174937662,"BIRC3","330"
"11731998_s_at","11731998_s_at",-0.633368869746409,3.88971451195012,-3.91876306824304,9.65980207157344e-05,0.00465572670376129,1.14097556208006,"CCDC88C","440193"
"11719865_s_at","11719865_s_at",0.263556018007051,6.15647301589776,3.91845597699314,9.67188214041134e-05,0.00465572670376129,1.13985512211234,"ENO1 /// TMEM11","2023 /// 8834"
"11719631_s_at","11719631_s_at",-0.833017473184009,6.00753349019701,-3.91613973433818,9.76345779244959e-05,0.0046838821088959,1.1314068954593,"BIN1","274"
"11754880_x_at","11754880_x_at",-0.420147384110928,3.18703262446135,-3.91542096698103,9.79204152766519e-05,0.0046838821088959,1.12878625029124,"DOCK9","23348"
"11742666_s_at","11742666_s_at",-0.258351047533015,12.0806777663217,-3.91498899513522,9.8092581217833e-05,0.0046838821088959,1.12721149157827,"RPS28","6234"
"11734699_x_at","11734699_x_at",-0.730453914273341,3.86241045043641,-3.91471468933392,9.82020566507229e-05,0.0046838821088959,1.12621159301855,"GOLGA8A /// GOLGA8B /// LOC100292334","100292334 /// 23015 /// 440270"
"11752044_s_at","11752044_s_at",-0.450376817694918,6.42967713662843,-3.91433928864478,9.83520663611293e-05,0.0046838821088959,1.12484329279259,"ANKHD1 /// ANKHD1-EIF4EBP3","404734 /// 54882"
"11744273_a_at","11744273_a_at",-0.587223224952581,5.04542685285037,-3.9139989529646,9.8488251428741e-05,0.0046838821088959,1.12360291016048,"SLBP","7884"
"11719224_s_at","11719224_s_at",-0.296005237488057,2.76252595626808,-3.91361551453043,9.86418977001415e-05,0.0046838821088959,1.12220555994541,"COQ10A","93058"
"11751740_a_at","11751740_a_at",0.419659457658354,2.26120881431546,3.91294884174134,9.890957772018e-05,0.0046838821088959,1.1197763425394,"ACER3","55331"
"11763555_a_at","11763555_a_at",0.402708151267923,5.00847247052993,3.91205930534812,9.92678111836028e-05,0.0046838821088959,1.11653567545245,"SNX12","29934"
"11729747_a_at","11729747_a_at",-0.500184083451663,6.2958190555611,-3.91189788424971,9.93329499803928e-05,0.0046838821088959,1.11594767865337,"IL10RA","3587"
"11756751_x_at","11756751_x_at",0.585729280400193,7.45891367510599,3.91152978997467,9.94816395306781e-05,0.0046838821088959,1.11460693579798,"UBE2F","140739"
"11715693_s_at","11715693_s_at",-0.624276057698284,6.5224641373217,-3.91127599173194,9.95842824418345e-05,0.0046838821088959,1.11368257424078,"CIRBP","1153"
"11736053_x_at","11736053_x_at",-0.292396300605073,2.66241653349252,-3.91029626717501,9.99814500783055e-05,0.00469360536881889,1.11011484843327,"EEF1A1","1915"
"11720544_x_at","11720544_x_at",0.379267302908526,5.89297344035037,3.90851398962779,0.000100707806650101,0.00471584792312009,1.10362677939036,"AGPAT2","10555"
"11730121_a_at","11730121_a_at",0.980098134625665,5.31223194889401,3.90819596453537,0.000100837939441868,0.00471584792312009,1.10246936353126,"ATP8B4","79895"
"11757389_s_at","11757389_s_at",-0.75733866804187,3.77749063100249,-3.90675024075392,0.000101431522843321,0.00473462369696304,1.09720895812038,"PLEKHA1","59338"
"11754541_a_at","11754541_a_at",-0.370027961992241,3.1219053560985,-3.90395233320986,0.000102589681696462,0.00476853872036764,1.0870338126513,"CCDC45","90799"
"11757058_x_at","11757058_x_at",0.481039224530814,10.3555937906983,3.90368136366827,0.000102702507897401,0.00476853872036764,1.08604875017649,"TSPO","706"
"11754371_a_at","11754371_a_at",-0.716616328297762,3.85216891473815,-3.90359488595278,0.00010273854014912,0.00476853872036764,1.08573438936305,"FAM102A","399665"
"11744492_x_at","11744492_x_at",-0.509621192189836,7.30562442475811,-3.90211773831551,0.000103355865129015,0.00478817415783777,1.08036574637953,"SFRS5","6430"
"11722314_a_at","11722314_a_at",-0.443150623657889,6.64361900616459,-3.90078407151557,0.000103916238440522,0.00480208616219822,1.07552025664974,"RAPGEF6","51735"
"11733987_s_at","11733987_s_at",-0.478640830615024,5.53467165662843,-3.90046799511546,0.000104049466265667,0.00480208616219822,1.07437211842598,"LUC7L2","51631"
"11737922_a_at","11737922_a_at",0.375722957817533,4.08275258126808,3.89976021895149,0.000104348383513559,0.00480208616219822,1.07180146653666,"SERPINB8","5271"
"11756285_s_at","11756285_s_at",0.572517132958925,3.49159295798254,3.89914780637321,0.000104607680606048,0.00480208616219822,1.06957753810218,"IGF2BP3","10643"
"11750547_a_at","11750547_a_at",0.754994653098658,3.80134973559352,3.89909427018543,0.000104630376900935,0.00480208616219822,1.0693831415695,"GALNT14","79623"
"11724913_s_at","11724913_s_at",0.393415633940572,7.02716759744015,3.89841636319692,0.000104918173897218,0.00480634444957403,1.06692179912646,"ILK","3611"
"11718539_a_at","11718539_a_at",0.669798294091912,3.55890028808105,3.8974302510155,0.000105338152089057,0.00481663097659907,1.06334216045749,"NRN1","51299"
"11715495_a_at","11715495_a_at",-0.43029866629073,9.93243462828554,-3.89659017059379,0.000105697189683203,0.00482159885330482,1.06029331111199,"RPS25","6230"
"11757927_s_at","11757927_s_at",-0.283070917254063,2.63880600871322,-3.89626128281596,0.00010583806620295,0.00482159885330482,1.05909987206825,"DCUN1D4","23142"
"11726711_x_at","11726711_x_at",-0.324866831439259,2.48785298029676,-3.89475526004956,0.000106485429912034,0.0048421400472546,1.05363618558552,"PFAS","5198"
"11718332_a_at","11718332_a_at",-0.426862221262456,3.04204565188404,-3.89422890521135,0.00010671256492658,0.00484353199849077,1.05172710625892,"TSPAN3","10099"
"11743051_s_at","11743051_s_at",0.600705004144971,4.04983934517706,3.89288993645367,0.000107292429030526,0.00486089927552636,1.04687180879144,"CDKN2C","1031"
"200022_PM_at","200022_PM_at",-0.484590928897616,9.9505783886783,-3.89149046818291,0.000107901676388621,0.00487953158949349,1.04179884613287,"RPL18","6141"
"11722160_a_at","11722160_a_at",1.05878727058275,5.96182644820449,3.88886983209312,0.000109051355314817,0.00491752980419713,1.03230396060737,"GRB10","2887"
"11729874_at","11729874_at",0.638215199545723,5.72704690399002,3.8886666165262,0.00010914098851318,0.00491752980419713,1.03156794253498,"SIGLEC9","27180"
"11741562_a_at","11741562_a_at",-1.38201851562496,7.99840992620449,-3.88744615072543,0.00010968077153048,0.00493283265536534,1.02714836547968,"MME","4311"
"11739413_at","11739413_at",-0.471045738371872,3.39471666925187,-3.88648655657699,0.000110106948121551,0.00494297967833103,1.0236743987578,"MTR","4548"
"11732247_s_at","11732247_s_at",-0.439204003541002,4.34633724465337,-3.88567572998813,0.000110468273334073,0.00495018375380286,1.02073964966929,"HNRNPC","3183"
"11761959_x_at","11761959_x_at",-1.06873110879342,6.15778006667207,-3.88519982847045,0.0001106808689242,0.00495070906625377,1.01901742036398,"TRA@ /// TRAC /// TRAJ17 /// TRAV20","28663 /// 28738 /// 28755 /// 6955"
"11741059_s_at","11741059_s_at",-0.812313191246338,5.05199483726559,-3.88281981594264,0.000111749887678884,0.00497946899633995,1.01040748891886,"SATB1","6304"
"11716312_at","11716312_at",-0.438143781400474,3.52638940196883,-3.88277076115966,0.00011177202367672,0.00497946899633995,1.01023008171117,"MRPS21","54460"
"11715769_a_at","11715769_a_at",-0.489979227187319,7.22358216985037,-3.8824210277336,0.000111929961209621,0.00497946899633995,1.00896532903516,"SET","6418"
"11760159_a_at","11760159_a_at",-0.308357095869378,2.74636441801496,-3.88044553427419,0.000112826050060391,0.00501028978340252,1.00182334223318,"USP36","57602"
"11722049_a_at","11722049_a_at",-0.69695620969486,7.59690662006484,-3.87932902361168,0.000113335496364401,0.0050214194689429,0.997788374958673,"DUSP6","1848"
"11715825_a_at","11715825_a_at",-0.612062237012349,5.09821631114464,-3.87900410062706,0.000113484161494814,0.0050214194689429,0.996614342719488,"PRMT1","3276"
"11715202_s_at","11715202_s_at",-0.275109372579821,2.59377905589651,-3.87825146027068,0.000113829232378775,0.00502766175843598,0.993895218148311,"TCEAL1","9338"
"11721195_s_at","11721195_s_at",-0.766027330075501,4.22678923333666,-3.87302842451711,0.000116251348373763,0.00512314592540107,0.975039508738789,"RRP1B","23076"
"11725154_a_at","11725154_a_at",1.05382324199681,4.04783585879052,3.87269675471718,0.000116406788859231,0.00512314592540107,0.973842970690771,"TDRD9","122402"
"11745879_a_at","11745879_a_at",-0.626598261508909,6.12807875381047,-3.87190863704213,0.000116776936450309,0.0051302751795977,0.971000138087668,"TMEM66","51669"
"11757404_x_at","11757404_x_at",-0.530697961932439,3.87719812842643,-3.8705462794286,0.000117419405662444,0.00514689262247759,0.966087266741941,"ID3","3399"
"11723489_at","11723489_at",0.501309403740941,4.15400928775187,3.87022193500622,0.000117572853463235,0.00514689262247759,0.964917875780766,"GCLM","2730"
"11717011_a_at","11717011_a_at",0.235193018655279,7.97482608553117,3.86927820091846,0.000118020413702087,0.00515732467393908,0.961515874015157,"ATP6V1E1","529"
"11749040_a_at","11749040_a_at",0.404300954321056,6.98064790859726,3.86873531538549,0.0001182786026866,0.00515945918905122,0.959559224900443,"PGM2","55276"
"11720011_at","11720011_at",-0.553055960663916,4.00636662287157,-3.86744586501142,0.000118893988298952,0.00517713999225438,0.954912890875935,"JARID2","3720"
"11744726_s_at","11744726_s_at",0.409347309652546,3.7740600795798,3.86620075746277,0.000119491080940904,0.00519396328195685,0.95042775260485,"KLHL9","55958"
"11757782_s_at","11757782_s_at",-0.382898099821881,9.91718812974564,-3.86525096156331,0.000119948459977703,0.00519926171561076,0.9470073224064,"RPL15","6138"
"11757780_x_at","11757780_x_at",-0.488720601609755,9.81294126143766,-3.8650718634551,0.000120034890699607,0.00519926171561076,0.946362440095976,"RPS4X","6191"
"11721672_at","11721672_at",-0.573596252693336,4.60846465824439,-3.86403042092884,0.000120538645921097,0.00521192187258132,0.94261306547137,"NXT1","29107"
"11724606_a_at","11724606_a_at",0.861650036433791,6.16049286381047,3.86183826553666,0.000121605544731031,0.00522497586863169,0.934724098813501,"MAP2K6","5608"
"11758122_s_at","11758122_s_at",-0.459819470818818,3.38688326812344,-3.8610268825563,0.00012200269313326,0.00522497586863169,0.931805245318263,"RLF","6018"
"11744147_x_at","11744147_x_at",-0.473025748774765,9.6686959028192,-3.86083406786853,0.000122097250314395,0.00522497586863169,0.931111704204588,"RPL18","6141"
"11739213_a_at","11739213_a_at",-0.522214971011574,3.76511236331796,-3.86051249619704,0.000122255104500663,0.00522497586863169,0.929955107206011,"C11orf46","120534"
"11722851_at","11722851_at",-0.710285202677406,3.58633593440773,-3.86042879463137,0.000122296223812889,0.00522497586863169,0.929654072935716,"BIRC3","330"
"11745188_a_at","11745188_a_at",-0.398925368905375,6.44632873163716,-3.85984337525267,0.000122584182897493,0.00522497586863169,0.927548776486288,"BET1L","51272"
"11763233_x_at","11763233_x_at",-1.14292051508798,6.92563314892519,-3.85980221145089,0.000122604454838827,0.00522497586863169,0.927400753982533,"TRA@ /// TRAC /// TRAJ17 /// TRAV20","28663 /// 28738 /// 28755 /// 6955"
"11729156_a_at","11729156_a_at",-0.444339612599999,2.68515779157357,-3.85974277220618,0.000122633732476404,0.00522497586863169,0.92718701678669,"SLC25A32","81034"
"11725752_x_at","11725752_x_at",-0.460436012399555,4.953738710101,-3.85950977801038,0.000122748560737554,0.00522497586863169,0.926349224984752,"FBXW7","55294"
"11753858_a_at","11753858_a_at",-0.584914832026672,4.50062736599252,-3.85902709172885,0.000122986769795651,0.00522570869692431,0.924613754475181,"SNHG12","85028"
"11715903_at","11715903_at",-0.53417731480427,8.16697775475436,-3.85861630809411,0.000123189838225798,0.00522570869692431,0.923136970166173,"DDX3X","1654"
"11725180_a_at","11725180_a_at",-0.789782206562837,4.6659709081783,-3.85748796665817,0.000123749257871862,0.00523145192708138,0.919081313566467,"RUNX2","860"
"11744618_a_at","11744618_a_at",-0.721322370843837,7.97840218593142,-3.85744412125603,0.000123771044307369,0.00523145192708138,0.918923740769024,"DUSP6","1848"
"11716264_at","11716264_at",-0.539085131284283,3.86057399252618,-3.85706009419147,0.000123962019208615,0.00523145192708138,0.91754368747864,"LEPROTL1","23484"
"11722745_a_at","11722745_a_at",0.484788838304051,3.82363044561845,3.85635638923251,0.000124312690887569,0.00523728304207697,0.915015171259923,"LOC729991 /// LOC729991-MEF2B /// MEF2B","100271849 /// 4207 /// 729991"
"11718386_at","11718386_at",-0.537362598280851,5.37591772332419,-3.8558381199938,0.000124571554716726,0.0052392329992294,0.913153236782407,"ZHX2","22882"
"11735184_at","11735184_at",-0.407765947497295,3.14948146101995,-3.85417990567679,0.000125403219807342,0.00526522615906602,0.907197551568006,"EXOSC6","118460"
"11744096_s_at","11744096_s_at",-0.591751634284204,5.58245119779302,-3.85275307861689,0.000126123028629283,0.00528644245509747,0.902074894854373,"DDX24","57062"
"11720331_at","11720331_at",-0.360634947330665,2.64170866988903,-3.85121727447934,0.000126902173642802,0.00531006956129118,0.896563022449754,"SELM","140606"
"11728451_a_at","11728451_a_at",1.04426808604559,3.19224961685661,3.85024665246602,0.000127396931739874,0.00531836415139866,0.893080631363793,"PCOLCE2","26577"
"11724429_s_at","11724429_s_at",-0.292904839621901,2.81084969603616,-3.84988033249962,0.000127584130112765,0.00531836415139866,0.891766570508322,"ZNF337","26152"
"11758808_a_at","11758808_a_at",0.701842084362152,4.11667092752743,3.84956052553058,0.000127747771550272,0.00531836415139866,0.89061945912633,"CNIH4","29097"
"11740238_a_at","11740238_a_at",-1.22530518886493,6.83073529305112,-3.84366476199239,0.000130800300807833,0.00542786715228117,0.869488443900734,"SULF2","55959"
"11729227_a_at","11729227_a_at",-0.502410653459366,4.4558619158803,-3.84362997641995,0.00013081851369208,0.00542786715228117,0.869363861324806,"GRK5","2869"
"11724611_a_at","11724611_a_at",-0.535550639464479,2.9748938296596,-3.84216287698551,0.00013158883500733,0.0054506528194801,0.864110514506719,"DYRK2","8445"
"11743259_at","11743259_at",-0.506014560331409,4.18830715265212,-3.84114977496332,0.000132123275967873,0.00546360781796006,0.860483954493409,"PHF13","148479"
"11758973_x_at","11758973_x_at",-0.433522765125095,5.85869916909601,-3.83974978294046,0.000132865185831297,0.00548508437185618,0.855473974247917,"RPL36","25873"
"11734690_a_at","11734690_a_at",-0.389657568462491,8.65358921838279,-3.83831142694365,0.000133631521000585,0.00549474974914569,0.8503285353798,"CYTIP","9595"
"11729379_s_at","11729379_s_at",-0.280929176182506,2.61209801146509,-3.83830672817695,0.000133634031258766,0.00549474974914569,0.850311729494885,"CASK","8573"
